url,handle_action,destination
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_002_00_0021_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_002_00_0022_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1987_011_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1987_014_00_0004_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1987_015_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1987_022_00_0002_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1987_022_01_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1987_022_02_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1987_022_03_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1987_022_04_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1987_022_05_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1987_022_06_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1987_022_07_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1987_022_08_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1987_034_00_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_002_00_0023_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_007_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_007_00_0002_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_031_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_039_00_0003_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_047_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
https://hdl.loc.gov/loc.gmd/gm020010.gmdkislak.1997_054_00_0001_bak,MODIFY,https://hdl.loc.gov/loc.gmd/eadgmd.gm020010.3
